geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1124,-23.54708227,-46.63340844,sao paulo,SP
1131,-23.54744892,-46.64016924,são paulo,SP
1121,-23.54831798,-46.6354211,sao paulo,SP
1141,-23.53615608,-46.63565006,sao paulo,SP
1125,-23.54705213,-46.63947796,sao paulo,SP
1102,-23.54645334,-46.63394723,sao paulo,SP
1127,-23.53686412,-46.63349314,sao paulo,SP
1137,-23.5413057,-46.63285262,sao paulo,SP
1135,-23.53730432,-46.63386244,sao paulo,SP
1138,-23.54498661,-46.63345367,sao paulo,SP
1128,-23.54425493,-46.63463914,sao paulo,SP
1109,-23.54634051,-46.6362385,sao paulo,SP
1132,-23.54780696,-46.63612182,sao paulo,SP
1108,-23.55253336,-46.62960898,sao paulo,SP
1107,-23.54903245,-46.63531311,sao paulo,SP
1154,-23.54230307,-46.64280269,sao paulo,SP
1152,-23.54768632,-46.63413977,são paulo,SP
1134,-23.54466737,-46.64066943,são paulo,SP
1144,-23.54910733,-46.6441046,são paulo,SP
1129,-23.549292,-46.63355948,sao paulo,SP
1105,-23.53984025,-46.63026399,sao paulo,SP
1126,-23.54631892,-46.63343056,sao paulo,SP
1142,-23.54501366,-46.64199302,sao paulo,SP
1133,-23.54694058,-46.63331192,sao paulo,SP
1101,-23.53701971,-46.63435857,sao paulo,SP
1189,-23.55044921,-46.64324289,sao paulo,SP
1202,-23.54885183,-46.63120715,sao paulo,SP
1230,-23.54482635,-46.63086956,sao paulo,SP
1221,-23.5406862,-46.63829645,sao paulo,SP
1217,-23.54534149,-46.63558669,sao paulo,SP
1243,-23.54625296,-46.64521736,sao paulo,SP
1203,-23.54186295,-46.63003529,sao paulo,SP
1214,-23.54252079,-46.63533516,sao paulo,SP
1257,-23.54676159,-46.63345485,sao paulo,SP
1231,-23.54267968,-46.63819684,sao paulo,SP
1216,-23.55073675,-46.64337117,sao paulo,SP
1226,-23.54849513,-46.63349063,sao paulo,SP
1220,-23.54530659,-46.63699457,sao paulo,SP
1223,-23.5394395,-46.63306387,sao paulo,SP
1213,-23.54928367,-46.6314849,sao paulo,SP
1227,-23.54685136,-46.63554539,sao paulo,SP
1240,-23.53731362,-46.63302995,são paulo,SP
1258,-23.54516769,-46.63224868,sao paulo,SP
1222,-23.55021865,-46.63188,sao paulo,SP
1211,-23.54533829,-46.63358225,sao paulo,SP
1244,-23.54575105,-46.64132694,sao paulo,SP
1238,-23.543343,-46.63777725,sao paulo,SP
1204,-23.54744137,-46.63887209,sao paulo,SP
1234,-23.54721572,-46.63338619,sao paulo,SP
1228,-23.54473464,-46.64252349,sao paulo,SP
1224,-23.55249553,-46.63206,são paulo,SP
1229,-23.54531792,-46.6439748,sao paulo,SP
1232,-23.54880166,-46.64237337,são paulo,SP
1218,-23.5404397,-46.64371578,sao paulo,SP
1215,-23.54131144,-46.64188583,sao paulo,SP
1239,-23.54536858,-46.64318283,sao paulo,SP
1205,-23.54675842,-46.64577103,são paulo,SP
1201,-23.54715406,-46.63954789,sao paulo,SP
1259,-23.54394733,-46.6373965,sao paulo,SP
1210,-23.54489638,-46.64201998,são paulo,SP
1249,-23.54275398,-46.64148203,sao paulo,SP
1212,-23.55188848,-46.63008934,sao paulo,SP
1248,-23.54017643,-46.64415914,sao paulo,SP
1233,-23.54473464,-46.64252349,são paulo,SP
1219,-23.54011171,-46.63701681,sao paulo,SP
1235,-23.55249951,-46.63078103,sao paulo,SP
1209,-23.5447206,-46.64051557,sao paulo,SP
1236,-23.54880166,-46.64237337,sao paulo,SP
1206,-23.53695825,-46.63581028,sao paulo,SP
1207,-23.54138952,-46.62989909,sao paulo,SP
1251,-23.54961074,-46.63835065,sao paulo,SP
1242,-23.54102681,-46.63207068,sao paulo,SP
1241,-23.54885719,-46.64186497,sao paulo,SP
1208,-23.545627,-46.64140988,sao paulo,SP
1254,-23.54730787,-46.63425128,sao paulo,SP
1255,-23.54594895,-46.6335015,são paulo,SP
1245,-23.54388307,-46.63807493,são paulo,SP
1225,-23.53916761,-46.63524162,sao paulo,SP
1252,-23.54833928,-46.63800654,sao paulo,SP
1237,-23.54050566,-46.63541487,sao paulo,SP
1200,-23.54504786,-46.64317277,sao paulo,SP
1250,-23.54449763,-46.63146175,sao paulo,SP
1247,-23.5383639,-46.6329301,são paulo,SP
1246,-23.54615657,-46.63988527,sao paulo,SP
1262,-23.54890065,-46.63715701,sao paulo,SP
1253,-23.54185361,-46.63513728,sao paulo,SP
1290,-23.54466737,-46.64066943,sao paulo,SP
1256,-23.55173348,-46.63030271,são paulo,SP
1303,-23.54545047,-46.63565674,sao paulo,SP
1309,-23.54904445,-46.63518261,sao paulo,SP
1310,-23.5494715,-46.63740388,sao paulo,SP
1323,-23.54535489,-46.64401432,sao paulo,SP
1321,-23.54848763,-46.64068659,sao paulo,SP
1333,-23.54556122,-46.64033874,sao paulo,SP
1314,-23.55015993,-46.6314654,sao paulo,SP
1331,-23.55249553,-46.63206,sao paulo,SP
1307,-23.54875839,-46.63841095,sao paulo,SP
1318,-23.54701177,-46.63482873,sao paulo,SP
1322,-23.5383993,-46.63288761,sao paulo,SP
1308,-23.54895781,-46.63455516,sao paulo,SP
1306,-23.546421,-46.63436151,sao paulo,SP
1301,-23.54681742,-46.64538,sao paulo,SP
1302,-23.54944327,-46.6323497,são paulo,SP
1312,-23.54872317,-46.641603,sao paulo,SP
1319,-23.55025925,-46.63635994,sao paulo,SP
1316,-23.55049771,-46.63433818,sao paulo,SP
1317,-23.5465371,-46.63917497,sao paulo,SP
1313,-23.55185432,-46.62920012,sao paulo,SP
1324,-23.54731074,-46.64142303,sao paulo,SP
1327,-23.54295,-46.6353,sao paulo,SP
1304,-23.54079672,-46.63647343,sao paulo,SP
1332,-23.55223547,-46.62844066,sao paulo,SP
1326,-23.54741686,-46.63636125,sao paulo,SP
1315,-23.54918735,-46.6441946,são paulo,SP
1325,-23.54634051,-46.6362385,são paulo,SP
1329,-23.55188991,-46.63105319,sao paulo,SP
1330,-23.5380152,-46.63194741,são paulo,SP
1311,-23.54690813,-46.6393959,sao paulo,SP
1305,-23.54299556,-46.63757567,sao paulo,SP
1320,-23.54638197,-46.64289371,sao paulo,SP
1328,-23.54248736,-46.64293487,sao paulo,SP
1402,-23.54669049,-46.63544696,sao paulo,SP
1421,-23.54727688,-46.63992378,sao paulo,SP
1403,-23.55100662,-46.63587188,sao paulo,SP
1409,-23.5457782,-46.64064024,sao paulo,SP
1411,-23.54056295,-46.6328504,sao paulo,SP
1452,-23.5490082,-46.63452648,sao paulo,SP
1423,-23.55166352,-46.63125416,sao paulo,SP
1417,-23.55064182,-46.63440979,sao paulo,SP
1408,-23.54388307,-46.63807493,sao paulo,SP
1455,-23.54371285,-46.64026323,sao paulo,SP
1401,-23.53992094,-46.62834793,sao paulo,SP
1410,-23.5501159,-46.63512161,sao paulo,SP
1453,-23.54447541,-46.64244052,sao paulo,SP
1415,-23.55249447,-46.631394,sao paulo,SP
1416,-23.5368108,-46.63572116,sao paulo,SP
1445,-23.53889536,-46.635455,sao paulo,SP
1424,-23.53657099,-46.63417317,sao paulo,SP
1422,-23.53685925,-46.63579333,sao paulo,SP
1419,-23.53723949,-46.63298207,sao paulo,SP
1414,-23.54608113,-46.6448203,são paulo,SP
1420,-23.54415076,-46.64122339,sao paulo,SP
1451,-23.54260296,-46.63094284,sao paulo,SP
1446,-23.54549529,-46.6442248,sao paulo,SP
1406,-23.54282808,-46.63939931,sao paulo,SP
1454,-23.54033745,-46.63207307,sao paulo,SP
1426,-23.54578197,-46.64137663,sao paulo,SP
1413,-23.54203523,-46.63296206,sao paulo,SP
1433,-23.54041081,-46.63126494,sao paulo,SP
1427,-23.53961606,-46.6311875,sao paulo,SP
1405,-23.54183288,-46.63214268,sao paulo,SP
1435,-23.54184992,-46.63133769,sao paulo,SP
1449,-23.54872262,-46.64376241,sao paulo,SP
1425,-23.54282808,-46.63939931,são paulo,SP
1430,-23.54951309,-46.63471931,sao paulo,SP
1404,-23.54468934,-46.64222374,sao paulo,SP
1442,-23.54526116,-46.63554571,sao paulo,SP
1407,-23.54519874,-46.63791575,sao paulo,SP
1418,-23.54981335,-46.63035027,são paulo,SP
1472,-23.54573128,-46.64319919,sao paulo,SP
1443,-23.54606595,-46.6334745,sao paulo,SP
1428,-23.54505165,-46.64007245,são paulo,SP
1434,-23.54510615,-46.64381019,sao paulo,SP
1457,-23.55138749,-46.63143237,são paulo,SP
1412,-23.54984752,-46.64562246,sao paulo,SP
1448,-23.55150051,-46.63131237,sao paulo,SP
1456,-23.54768632,-46.63413977,sao paulo,SP
1432,-23.54801354,-46.63709743,sao paulo,SP
1441,-23.5496983,-46.63390859,sao paulo,SP
1489,-23.54196702,-46.63707836,sao paulo,SP
1429,-23.54002629,-46.62858943,sao paulo,SP
1450,-23.53984025,-46.63026399,são paulo,SP
1440,-23.54474047,-46.64112923,sao paulo,SP
1438,-23.54763491,-46.64115924,sao paulo,SP
1444,-23.5469354,-46.63658793,são paulo,SP
1436,-23.54587978,-46.64067372,sao paulo,SP
1447,-23.54896048,-46.63617216,sao paulo,SP
1439,-23.54332618,-46.63336426,sao paulo,SP
1431,-23.54137741,-46.63573484,sao paulo,SP
1437,-23.54463184,-46.6339372,sao paulo,SP
1526,-23.55214315,-46.63270721,são paulo,SP
1509,-23.55140553,-46.63058033,sao paulo,SP
1504,-23.54816616,-46.63823833,são paulo,SP
1536,-23.54799237,-46.63463255,são paulo,SP
1535,-23.54968992,-46.63051281,sao paulo,SP
1511,-23.55142666,-46.63407395,sao paulo,SP
1534,-23.54560664,-46.64432449,sao paulo,SP
1514,-23.54252079,-46.63533516,são paulo,SP
1529,-23.53602775,-46.63287853,sao paulo,SP
1539,-23.54675842,-46.64577103,sao paulo,SP
1532,-23.53841816,-46.63292012,sao paulo,SP
1542,-23.5491774,-46.63863497,sao paulo,SP
1548,-23.5394254,-46.63342429,sao paulo,SP
1543,-23.54400903,-46.64149935,sao paulo,SP
1544,-23.54003535,-46.63590402,sao paulo,SP
1546,-23.54038469,-46.63746629,sao paulo,SP
1523,-23.54783731,-46.64099781,sao paulo,SP
1506,-23.54471474,-46.63316427,são paulo,SP
1518,-23.54481764,-46.63327164,sao paulo,SP
1510,-23.55255549,-46.63028153,sao paulo,SP
1537,-23.5490987,-46.63584105,sao paulo,SP
1531,-23.53805927,-46.63596155,sao paulo,SP
1549,-23.54424217,-46.63966881,sao paulo,SP
1533,-23.54210654,-46.63658203,sao paulo,SP
1525,-23.53710683,-46.63578267,sao paulo,SP
1520,-23.54045128,-46.64357022,sao paulo,SP
1550,-23.54659458,-46.64303357,sao paulo,SP
1503,-23.53652807,-46.63302311,sao paulo,SP
1541,-23.5456257,-46.63354192,sao paulo,SP
1545,-23.54137741,-46.63573484,são paulo,SP
1522,-23.5382128,-46.63137061,sao paulo,SP
1508,-23.54429544,-46.63208113,sao paulo,SP
1519,-23.53624172,-46.63205953,são paulo,SP
1547,-23.55069564,-46.63488479,sao paulo,SP
1538,-23.53784453,-46.63419203,sao paulo,SP
1501,-23.54718812,-46.63958839,sao paulo,SP
1521,-23.54160306,-46.63921552,sao paulo,SP
1530,-23.54575828,-46.64319019,sao paulo,SP
1505,-23.54505251,-46.63682478,sao paulo,SP
1502,-23.54001724,-46.62974091,sao paulo,SP
1551,-23.54174094,-46.6413562,são paulo,SP
1540,-23.54797787,-46.64007554,sao paulo,SP
1528,-23.54098383,-46.64256856,sao paulo,SP
1513,-23.54989796,-46.63094438,sao paulo,SP
1527,-23.54922662,-46.64432041,sao paulo,SP
1524,-23.5380152,-46.63194741,sao paulo,SP
1507,-23.54539459,-46.6397187,sao paulo,SP
1512,-23.53989807,-46.63668703,são paulo,SP
1552,-23.54320754,-46.64090618,sao paulo,SP
1553,-23.54921844,-46.63112045,sao paulo,SP
1516,-23.54504537,-46.64018793,são paulo,SP
1517,-23.53925653,-46.633162,sao paulo,SP
2019,-23.54448287,-46.63930623,sao paulo,SP
2069,-23.54508386,-46.64316279,sao paulo,SP
2067,-23.54977003,-46.63583892,sao paulo,SP
2020,-23.54349554,-46.64052368,sao paulo,SP
2075,-23.54473672,-46.6422638,sao paulo,SP
2012,-23.54779463,-46.63023792,sao paulo,SP
2076,-23.54352215,-46.63346626,sao paulo,SP
2035,-23.54536151,-46.63468953,sao paulo,SP
2034,-23.55009664,-46.63793479,sao paulo,SP
2022,-23.55235907,-46.62912034,sao paulo,SP
2021,-23.54077243,-46.63658628,sao paulo,SP
2080,-23.54518734,-46.63785524,sao paulo,SP
2066,-23.54943331,-46.64461568,sao paulo,SP
2085,-23.54672337,-46.64028119,sao paulo,SP
2030,-23.54940554,-46.64338206,sao paulo,SP
2064,-23.54894236,-46.63759162,sao paulo,SP
2029,-23.5441762,-46.63217303,são paulo,SP
2060,-23.54108153,-46.63084532,sao paulo,SP
2054,-23.539158,-46.63202004,sao paulo,SP
2072,-23.54534853,-46.63566476,sao paulo,SP
2017,-23.54985418,-46.6431394,são paulo,SP
2018,-23.54087671,-46.63821831,são paulo,SP
2043,-23.54646257,-46.6401453,sao paulo,SP
2074,-23.5507766,-46.63639141,sao paulo,SP
2038,-23.54557733,-46.63477539,sao paulo,SP
2016,-23.54138114,-46.63552282,sao paulo,SP
2040,-23.54616744,-46.63892676,sao paulo,SP
2056,-23.54091424,-46.63213975,sao paulo,SP
2051,-23.54069109,-46.6339553,sao paulo,SP
2041,-23.55076543,-46.63532341,sao paulo,SP
2039,-23.53518494,-46.63654385,são paulo,SP
2073,-23.54303493,-46.63494608,sao paulo,SP
2082,-23.54961248,-46.63653203,sao paulo,SP
2033,-23.5495063,-46.6362255,sao paulo,SP
2013,-23.54489962,-46.64027609,sao paulo,SP
2079,-23.54459889,-46.63915217,sao paulo,SP
2037,-23.539257,-46.6320815,sao paulo,SP
2083,-23.54939362,-46.63495066,sao paulo,SP
2068,-23.55048425,-46.63570294,sao paulo,SP
2071,-23.54755594,-46.64073632,sao paulo,SP
2047,-23.54891736,-46.64252067,são paulo,SP
2078,-23.54108153,-46.63084532,são paulo,SP
2044,-23.55221845,-46.62813105,sao paulo,SP
2084,-23.54535489,-46.64401432,são paulo,SP
2055,-23.54908326,-46.63486401,são paulo,SP
2042,-23.54320754,-46.64090618,são paulo,SP
2045,-23.5514082,-46.62918062,sao paulo,SP
2036,-23.53790923,-46.63237555,sao paulo,SP
2046,-23.54482957,-46.64035357,sao paulo,SP
2010,-23.54977352,-46.64559901,são paulo,SP
2081,-23.54510069,-46.64157805,sao paulo,SP
2050,-23.54418466,-46.63264375,sao paulo,SP
2052,-23.54953495,-46.63430667,sao paulo,SP
2031,-23.54651968,-46.63537497,sao paulo,SP
2028,-23.55254746,-46.63038053,sao paulo,SP
2065,-23.53984188,-46.63514798,sao paulo,SP
2077,-23.54711929,-46.63488111,sao paulo,SP
2011,-23.54561984,-46.64032624,sao paulo,SP
2049,-23.544207,-46.636281,sao paulo,SP
2032,-23.54897555,-46.635322,sao paulo,SP
2053,-23.54644429,-46.6416032,sao paulo,SP
2009,-23.54918138,-46.63482186,sao paulo,SP
2089,-23.54855107,-46.63507239,sao paulo,SP
2088,-23.54813707,-46.63590489,sao paulo,SP
2150,-23.55001091,-46.63116637,sao paulo,SP
2133,-23.55133666,-46.634027,sao paulo,SP
2167,-23.5448736,-46.64030309,são paulo,SP
2130,-23.54723527,-46.63421063,sao paulo,SP
2188,-23.53801069,-46.63601039,sao paulo,SP
2152,-23.54565701,-46.63457025,sao paulo,SP
2138,-23.55119239,-46.62828994,sao paulo,SP
2134,-23.540886,-46.63285049,sao paulo,SP
2176,-23.54186689,-46.63141666,sao paulo,SP
2117,-23.5439617,-46.63725597,sao paulo,SP
2119,-23.54159274,-46.63525059,sao paulo,SP
2131,-23.54405176,-46.64135389,sao paulo,SP
2124,-23.54580761,-46.63960229,sao paulo,SP
2129,-23.54705213,-46.63947796,são paulo,SP
2132,-23.54040852,-46.63149317,são paulo,SP
2110,-23.54481304,-46.63517842,sao paulo,SP
2135,-23.54594912,-46.6403804,sao paulo,SP
2127,-23.54594895,-46.6335015,sao paulo,SP
2114,-23.54644429,-46.6416032,são paulo,SP
2178,-23.5484706,-46.64047557,sao paulo,SP
2177,-23.54365791,-46.6335453,são paulo,SP
2120,-23.54956899,-46.62908488,sao paulo,SP
2161,-23.54636265,-46.6336764,sao paulo,SP
2112,-23.54377456,-46.64177213,sao paulo,SP
2126,-23.5504669,-46.63523314,sao paulo,SP
2169,-23.53652807,-46.63302311,são paulo,SP
2123,-23.53625072,-46.63202803,sao paulo,SP
2189,-23.55237656,-46.62929189,sao paulo,SP
2128,-23.54382564,-46.63748997,sao paulo,SP
2179,-23.53794621,-46.63220455,sao paulo,SP
2136,-23.54487014,-46.6323769,sao paulo,SP
2174,-23.5403213,-46.63639482,são paulo,SP
2186,-23.55092536,-46.63591116,sao paulo,SP
2137,-23.54098377,-46.64256853,sao paulo,SP
2185,-23.55150051,-46.63131237,são paulo,SP
2181,-23.54636175,-46.64307284,sao paulo,SP
2180,-23.5497793,-46.63395712,são paulo,SP
2111,-23.54418466,-46.63264375,são paulo,SP
2187,-23.54998003,-46.63476783,são paulo,SP
2121,-23.54179442,-46.64277789,sao paulo,SP
2190,-23.54700616,-46.63945546,são paulo,SP
2139,-23.54737837,-46.63881261,sao paulo,SP
2143,-23.54295925,-46.6319046,sao paulo,SP
2122,-23.53487948,-46.63955927,sao paulo,SP
2115,-23.54510615,-46.64381019,são paulo,SP
2118,-23.53770602,-46.63034354,são paulo,SP
2125,-23.54296141,-46.63319578,sao paulo,SP
2113,-23.55026337,-46.63419639,são paulo,SP
2147,-23.54431043,-46.63227896,sao paulo,SP
2141,-23.54673076,-46.64072389,sao paulo,SP
2170,-23.54606595,-46.6334745,são paulo,SP
2166,-23.54428024,-46.63081905,sao paulo,SP
2175,-23.54175384,-46.63976074,sao paulo,SP
2168,-23.54942699,-46.63192133,sao paulo,SP
2116,-23.54663965,-46.63496395,sao paulo,SP
2145,-23.55138749,-46.63143237,sao paulo,SP
2151,-23.54671784,-46.63935658,sao paulo,SP
2146,-23.54246024,-46.63618793,sao paulo,SP
2144,-23.53981902,-46.6369672,sao paulo,SP
2162,-23.54907483,-46.63756199,sao paulo,SP
2142,-23.55150572,-46.63111196,sao paulo,SP
2251,-23.5407423,-46.63557064,são paulo,SP
2256,-23.5401594,-46.63548455,sao paulo,SP
2246,-23.53831533,-46.62713211,são paulo,SP
2223,-23.53778977,-46.63043883,sao paulo,SP
2225,-23.54222237,-46.63567166,sao paulo,SP
2204,-23.54186689,-46.63141666,são paulo,SP
2235,-23.54635749,-46.63617649,sao paulo,SP
2245,-23.55108324,-46.635704,sao paulo,SP
2243,-23.53642472,-46.63138992,sao paulo,SP
2208,-23.54276591,-46.63961343,sao paulo,SP
2222,-23.54857285,-46.64350528,sao paulo,SP
2232,-23.5436902,-46.63209106,sao paulo,SP
2203,-23.55035758,-46.63738264,sao paulo,SP
2250,-23.54776531,-46.64021604,sao paulo,SP
2263,-23.53854377,-46.63006039,sao paulo,SP
2238,-23.54177739,-46.63065304,sao paulo,SP
2261,-23.54612805,-46.63353152,sao paulo,SP
2267,-23.5479735,-46.6334685,sao paulo,SP
2270,-23.54098377,-46.64256853,são paulo,SP
2227,-23.54239191,-46.6365225,sao paulo,SP
2273,-23.54304025,-46.6319226,sao paulo,SP
2244,-23.54801657,-46.63455347,sao paulo,SP
2229,-23.54586691,-46.6396854,sao paulo,SP
2215,-23.54214395,-46.63745559,sao paulo,SP
2259,-23.53856079,-46.62998839,sao paulo,SP
2228,-23.53642472,-46.63138992,são paulo,SP
2254,-23.54711381,-46.64569332,sao paulo,SP
2218,-23.5402725,-46.64390844,sao paulo,SP
2247,-23.55124765,-46.62833154,sao paulo,SP
2226,-23.5377449,-46.62934442,sao paulo,SP
2274,-23.54065447,-46.6289433,sao paulo,SP
2220,-23.54434224,-46.63834502,sao paulo,SP
2217,-23.54460127,-46.63253955,sao paulo,SP
2265,-23.54863222,-46.6313689,sao paulo,SP
2276,-23.54199773,-46.63482436,sao paulo,SP
2242,-23.54616744,-46.63892676,são paulo,SP
2269,-23.5380461,-46.63465885,são paulo,SP
2221,-23.53902141,-46.63072987,sao paulo,SP
2279,-23.54896235,-46.6439426,sao paulo,SP
2249,-23.54956899,-46.62908488,são paulo,SP
2237,-23.54311136,-46.64104438,são paulo,SP
2206,-23.54532246,-46.63972285,são paulo,SP
2258,-23.54887845,-46.63400363,sao paulo,SP
2236,-23.54180874,-46.63504906,sao paulo,SP
2205,-23.54313719,-46.63760861,são paulo,SP
2241,-23.54895849,-46.63486176,sao paulo,SP
2219,-23.54330849,-46.63846918,sao paulo,SP
2257,-23.5401594,-46.63548455,são paulo,SP
2230,-23.54681642,-46.63344675,são paulo,SP
2210,-23.54779231,-46.64058831,sao paulo,SP
2266,-23.53786326,-46.63253305,sao paulo,SP
2211,-23.54984454,-46.64581976,sao paulo,SP
2280,-23.54691229,-46.63494059,são paulo,SP
2278,-23.54504537,-46.64018793,sao paulo,SP
2264,-23.5394395,-46.63306387,são paulo,SP
2201,-23.55054552,-46.63694164,sao paulo,SP
2253,-23.54231888,-46.63085321,sao paulo,SP
2281,-23.5468719,-46.63943653,sao paulo,SP
2248,-23.55062875,-46.64334972,sao paulo,SP
2255,-23.54463817,-46.63920081,são paulo,SP
2277,-23.5440862,-46.63215953,sao paulo,SP
2272,-23.5407423,-46.63557064,sao paulo,SP
2271,-23.54357074,-46.63201146,são paulo,SP
2282,-23.53975391,-46.64480666,sao paulo,SP
2224,-23.54719064,-46.64292285,sao paulo,SP
2275,-23.5413339,-46.6308299,sao paulo,SP
2233,-23.53785277,-46.63046688,sao paulo,SP
2209,-23.54313719,-46.63760861,sao paulo,SP
2212,-23.55009664,-46.63793479,são paulo,SP
2288,-23.54463184,-46.6339372,são paulo,SP
2260,-23.54418489,-46.63966517,sao paulo,SP
2234,-23.54048575,-46.63198228,são paulo,SP
2213,-23.54677477,-46.64251431,sao paulo,SP
2202,-23.540922,-46.63279105,sao paulo,SP
2262,-23.54317294,-46.63888915,sao paulo,SP
2216,-23.54908326,-46.63486401,sao paulo,SP
2214,-23.54801354,-46.63709743,são paulo,SP
2268,-23.54949692,-46.63446769,sao paulo,SP
2207,-23.54227461,-46.64209355,sao paulo,SP
2239,-23.54780696,-46.63612182,são paulo,SP
2252,-23.54860452,-46.64136133,sao paulo,SP
2240,-23.54539459,-46.6397187,são paulo,SP
2231,-23.54367242,-46.63971305,sao paulo,SP
2290,-23.55215188,-46.63080225,são paulo,SP
2284,-23.54492411,-46.63528089,sao paulo,SP
2289,-23.54457234,-46.64233174,sao paulo,SP
2286,-23.54469506,-46.63508137,sao paulo,SP
2309,-23.54877763,-46.64049706,sao paulo,SP
2377,-23.55226791,-46.63069221,sao paulo,SP
2371,-23.54779231,-46.64058831,são paulo,SP
2323,-23.54982527,-46.63396956,sao paulo,SP
2311,-23.54893958,-46.63678796,sao paulo,SP
2374,-23.54646039,-46.63409123,sao paulo,SP
2316,-23.54651984,-46.63923508,sao paulo,SP
2366,-23.54162041,-46.63581283,sao paulo,SP
2321,-23.54960349,-46.64500836,sao paulo,SP
2315,-23.54492634,-46.63828813,sao paulo,SP
2330,-23.54874766,-46.64239137,são paulo,SP
2319,-23.54280867,-46.63237941,sao paulo,SP
2312,-23.54894982,-46.64192752,sao paulo,SP
2341,-23.54744892,-46.64016924,sao paulo,SP
2334,-23.5476546,-46.6370364,sao paulo,SP
2347,-23.54452463,-46.63146175,sao paulo,SP
2365,-23.54195601,-46.63716661,sao paulo,SP
2375,-23.53981902,-46.6369672,são paulo,SP
2372,-23.54448618,-46.63290625,sao paulo,SP
