year,geolocation_lat,geolocation_lng,product_category_name,payment_value
2016.0,-23.46,-46.33,consoles_games,971.96
2016.0,-23.44,-46.38,telefonia_fixa,91.16
2016.0,-23.38,-52.94,cama_mesa_banho,766.48
2016.0,-23.38,-52.94,moveis_decoracao,766.48
2016.0,-23.38,-51.96,moveis_decoracao,265.95
2016.0,-23.33,-51.14,market_place,112.52
2016.0,-23.32,-51.16,informatica_acessorios,58.41
2016.0,-23.32,-51.11,ferramentas_jardim,156.22
2016.0,-23.31,-51.16,moveis_decoracao,91.28
2016.0,-23.28,-51.28,beleza_saude,87.9
2016.0,-23.26,-45.97,moveis_decoracao,38.36
2016.0,-23.25,-45.2,perfumaria,74.76
2016.0,-23.19,-52.2,bebes,217.68
2016.0,-23.19,-46.92,moveis_decoracao,133.46
2016.0,-23.17,-45.91,beleza_saude,87.53
2016.0,-23.11,-45.72,perfumaria,27.86
2016.0,-23.09,-47.2,ferramentas_jardim,196.27
2016.0,-23.05,-46.98,fashion_bolsas_e_acessorios,99.23
2016.0,-23.05,-46.56,telefonia,40.86
2016.0,-23.01,-45.55,fashion_calcados,40.95
2016.0,-23.01,-43.31,fraldas_higiene,150.99
2016.0,-23.0,-43.42,telefonia_fixa,20.11
2016.0,-22.99,-43.5,brinquedos,326.4
2016.0,-22.97,-43.65,brinquedos,111.22
2016.0,-22.97,-43.4,pet_shop,127.86
2016.0,-22.97,-43.2,perfumaria,263.93
2016.0,-22.96,-43.22,brinquedos,111.22
2016.0,-22.95,-43.36,brinquedos,1042.92
2016.0,-22.95,-43.36,informatica_acessorios,33.519999999999996
2016.0,-22.95,-43.19,beleza_saude,252.24
2016.0,-22.95,-42.96,brinquedos,87.57
2016.0,-22.94,-43.58,relogios_presentes,1423.55
2016.0,-22.94,-43.04,perfumaria,313.72
2016.0,-22.93,-43.7,moveis_decoracao,86.87999999999998
2016.0,-22.93,-43.26,bebes,261.92
2016.0,-22.93,-43.23,beleza_saude,149.54
2016.0,-22.92,-43.27,bebes,342.69
2016.0,-22.91,-47.04,moveis_decoracao,811.9499999999999
2016.0,-22.91,-43.29,perfumaria,354.35
2016.0,-22.9,-43.57,consoles_games,979.91
2016.0,-22.9,-43.22,automotivo,24.52
2016.0,-22.89,-43.23,moveis_decoracao,55.62
2016.0,-22.88,-47.03,informatica_acessorios,58.41
2016.0,-22.88,-43.45,ferramentas_jardim,611.56
2016.0,-22.88,-43.44,audio,147.08
2016.0,-22.88,-43.37,moveis_decoracao,298.92
2016.0,-22.88,-43.3,perfumaria,71.2
2016.0,-22.87,-43.35,perfumaria,544.77
2016.0,-22.86,-47.06,moveis_decoracao,192.56
2016.0,-22.86,-43.53,cama_mesa_banho,74.59
2016.0,-22.86,-43.45,utilidades_domesticas,48.55
2016.0,-22.85,-47.07,ferramentas_jardim,82.08
2016.0,-22.85,-46.98,informatica_acessorios,35.42
2016.0,-22.82,-47.07,esporte_lazer,61.02
2016.0,-22.82,-42.98,esporte_lazer,447.49
2016.0,-22.81,-43.18,moveis_decoracao,111.51
2016.0,-22.79,-43.37,cool_stuff,162.6
2016.0,-22.78,-43.04,cool_stuff,107.41
2016.0,-22.78,-43.04,perfumaria,363.51
2016.0,-22.77,-47.41,beleza_saude,116.17
2016.0,-22.77,-45.2,perfumaria,22.86
2016.0,-22.76,-47.23,beleza_saude,116.17
2016.0,-22.72,-47.68,moveis_decoracao,86.92
2016.0,-22.71,-46.78,perfumaria,267.49
2016.0,-22.54,-47.9,relogios_presentes,653.39
2016.0,-22.48,-43.5,moveis_decoracao,57.06
2016.0,-22.44,-46.83,telefonia,40.86
2016.0,-22.43,-45.46,informatica_acessorios,134.91
2016.0,-22.43,-42.98,beleza_saude,449.65
2016.0,-22.38,-47.57,climatizacao,676.92
2016.0,-22.33,-41.75,esporte_lazer,80.25
2016.0,-22.28,-42.5,consoles_games,65.11
2016.0,-22.19,-47.39,moveis_decoracao,51.94
2016.0,-22.11,-46.68,pet_shop,116.16
2016.0,-22.1,-49.44,telefonia,29.86
2016.0,-22.0,-47.86,brinquedos,144.94
2016.0,-21.99,-47.41,automotivo,315.24
2016.0,-21.89,-46.86,brinquedos,144.94
2016.0,-21.87,-45.79,beleza_saude,76.47
2016.0,-21.79,-46.59,esporte_lazer,173.4
2016.0,-21.78,-47.07,telefonia_fixa,161.65
2016.0,-21.77,-43.38,beleza_saude,256.65
2016.0,-21.76,-43.38,ferramentas_jardim,419.06
2016.0,-21.66,-46.74,esporte_lazer,160.44
2016.0,-21.6,-46.32,telefonia,217.68
2016.0,-21.58,-45.42,fashion_bolsas_e_acessorios,105.19
2016.0,-21.47,-47.04,beleza_saude,143.78
2016.0,-21.32,-46.37,beleza_saude,258.32
2016.0,-21.31,-47.56,fashion_roupa_masculina,35.86
2016.0,-21.21,-47.6,perfumaria,1069.96
2016.0,-20.91,-48.64,eletronicos,119.79
2016.0,-20.85,-41.15,beleza_saude,119.43
2016.0,-20.44,-45.56,perfumaria,105.39
2016.0,-20.37,-43.41,automotivo,66.03
2016.0,-20.36,-40.43,moveis_escritorio,783.22
2016.0,-20.32,-40.34,beleza_saude,72.51
2016.0,-20.2,-40.25,cool_stuff,89.16
2016.0,-20.02,-44.05,brinquedos,149.91
2016.0,-19.97,-43.97,brinquedos,134.8
2016.0,-19.95,-44.0,beleza_saude,154.29
2016.0,-19.95,-43.97,moveis_decoracao,877.7599999999999
2016.0,-19.94,-43.95,climatizacao,319.0
2016.0,-19.92,-43.97,informatica_acessorios,42.77
2016.0,-19.91,-44.09,market_place,72.6
2016.0,-19.87,-43.99,perfumaria,267.49
2016.0,-19.86,-43.94,moveis_decoracao,34.42
2016.0,-19.86,-43.9,cama_mesa_banho,184.87
2016.0,-19.84,-43.93,utilidades_domesticas,60.52
2016.0,-19.82,-44.01,beleza_saude,89.38
2016.0,-19.71,-42.73,beleza_saude,45.49
2016.0,-19.41,-42.55,moveis_decoracao,92.27
2016.0,-19.15,-43.98,fashion_roupa_feminina,69.63
2016.0,-19.04,-50.49,perfumaria,60.6
2016.0,-18.96,-48.32,bebes,217.3
2016.0,-18.91,-48.26,telefonia,34.42
2016.0,-18.66,-48.2,brinquedos,297.91
2016.0,-18.54,-44.6,moveis_decoracao,34.42
2016.0,-18.09,-43.74,moveis_decoracao,212.32
2016.0,-17.25,-40.57,moveis_escritorio,159.35
2016.0,-16.74,-49.27,moveis_decoracao,74.15
2016.0,-16.72,-49.24,perfumaria,361.17
2016.0,-16.71,-49.25,brinquedos,61.06
2016.0,-16.7,-49.12,beleza_saude,68.72
2016.0,-16.68,-49.26,esporte_lazer,65.7
2016.0,-16.67,-49.27,perfumaria,270.75
2016.0,-16.35,-39.56,telefonia,40.79
2016.0,-16.08,-44.08,brinquedos,398.12
2016.0,-16.06,-46.25,cool_stuff,72.02
2016.0,-16.02,-48.05,perfumaria,55.95
2016.0,-15.85,-47.98,relogios_presentes,671.31
2016.0,-15.84,-48.02,beleza_saude,310.4
2016.0,-15.83,-48.07,moveis_decoracao,286.8
2016.0,-15.83,-47.98,brinquedos,123.2
2016.0,-15.79,-47.85,informatica_acessorios,51.05
2016.0,-15.62,-56.05,perfumaria,85.08
2016.0,-15.6,-56.03,moveis_decoracao,202.88
2016.0,-14.75,-50.57,brinquedos,154.57
2016.0,-13.49,-39.05,utilidades_domesticas,204.38
2016.0,-12.24,-41.62,fashion_bolsas_e_acessorios,75.84
2016.0,-10.79,-37.05,consoles_games,79.99
2016.0,-10.28,-37.02,informatica_acessorios,176.85
2016.0,-9.65,-35.71,automotivo,76.6
2016.0,-8.12,-34.92,beleza_saude,102.69
2016.0,-8.08,-34.92,moveis_decoracao,76.51
2016.0,-8.06,-34.88,moveis_decoracao,89.08
2016.0,-8.05,-34.94,informatica_acessorios,95.58
2016.0,-8.01,-34.91,perfumaria,273.77
2016.0,-7.6,-37.31,esporte_lazer,177.28
2016.0,-7.25,-34.9,brinquedos,74.74
2016.0,-6.36,-36.16,informatica_acessorios,41.18
2016.0,-5.95,-35.15,moveis_decoracao,178.11
2016.0,-5.87,-35.23,utilidades_domesticas,934.4
2016.0,-5.83,-35.21,automotivo,194.85
2016.0,-5.05,-42.77,beleza_saude,246.09
2016.0,-4.86,-43.37,esporte_lazer,64.83
2016.0,-4.29,-45.25,utilidades_domesticas,44.74
2016.0,-3.99,-39.58,consoles_games,661.75
2016.0,-3.85,-32.41,esporte_lazer,818.12
2016.0,-3.78,-38.43,moveis_decoracao,149.39
2016.0,-3.75,-38.47,perfumaria,277.81
2016.0,-3.74,-38.58,beleza_saude,116.89
2016.0,-3.74,-38.51,automotivo,594.46
2016.0,-2.84,-44.06,moveis_escritorio,264.08
2016.0,-2.51,-44.25,market_place,3751.2
2016.0,-2.45,-54.74,cool_stuff,121.01
2016.0,-1.9,-55.51,moveis_decoracao,782.0999999999999
2016.0,-1.77,-47.44,brinquedos,663.93
2016.0,-1.38,-48.42,moveis_decoracao,237.45
2016.0,2.81,-60.76,beleza_saude,69.02
2017.0,-33.69,-53.45,esporte_lazer,413.01
2017.0,-33.69,-53.45,ferramentas_jardim,324.29
2017.0,-33.69,-53.45,informatica_acessorios,30.86
2017.0,-33.52,-53.37,brinquedos,123.56
2017.0,-33.52,-53.37,climatizacao,329.38
2017.0,-33.52,-53.37,cool_stuff,267.43
2017.0,-33.52,-53.37,malas_acessorios,132.02
2017.0,-32.57,-53.37,esporte_lazer,210.11
2017.0,-32.57,-53.37,instrumentos_musicais,341.33
2017.0,-32.2,-52.18,brinquedos,37.92
2017.0,-32.2,-52.18,fashion_bolsas_e_acessorios,35.09
2017.0,-32.19,-52.17,cool_stuff,58.46
2017.0,-32.18,-52.17,cama_mesa_banho,77.66
2017.0,-32.18,-52.16,perfumaria,69.12
2017.0,-32.17,-52.18,informatica_acessorios,197.2
2017.0,-32.17,-52.16,alimentos_bebidas,82.28
2017.0,-32.17,-52.16,perfumaria,115.45
2017.0,-32.11,-52.17,cama_mesa_banho,364.22
2017.0,-32.11,-52.17,casa_construcao,46.01
2017.0,-32.11,-52.17,utilidades_domesticas,77.57
2017.0,-32.1,-52.19,bebes,253.44
2017.0,-32.1,-52.19,eletronicos,51.01
2017.0,-32.08,-52.18,livros_interesse_geral,130.56
2017.0,-32.07,-52.26,cama_mesa_banho,67.5
2017.0,-32.07,-52.18,consoles_games,39.6
2017.0,-32.05,-52.15,beleza_saude,252.06
2017.0,-32.05,-52.15,fashion_bolsas_e_acessorios,42.47
2017.0,-32.05,-52.12,bebes,47.47
2017.0,-32.05,-52.12,cama_mesa_banho,301.25
2017.0,-32.05,-52.12,moveis_decoracao,321.58
2017.0,-32.05,-52.12,utilidades_domesticas,96.88
2017.0,-32.04,-52.12,automotivo,64.42
2017.0,-32.04,-52.12,bebes,168.2
2017.0,-32.04,-52.12,esporte_lazer,369.0
2017.0,-32.04,-52.12,ferramentas_jardim,77.57
2017.0,-32.04,-52.12,informatica_acessorios,1053.74
2017.0,-32.04,-52.12,moveis_decoracao,171.44
2017.0,-32.04,-52.12,perfumaria,72.14
2017.0,-32.04,-52.12,relogios_presentes,736.79
2017.0,-32.04,-52.12,telefonia,35.09
2017.0,-32.04,-52.12,utilidades_domesticas,58.1
2017.0,-32.03,-53.39,utilidades_domesticas,192.56
2017.0,-32.03,-52.1,audio,104.37
2017.0,-32.03,-52.1,beleza_saude,363.9
2017.0,-32.03,-52.1,brinquedos,231.21
2017.0,-32.03,-52.1,cama_mesa_banho,253.56
2017.0,-32.03,-52.1,esporte_lazer,216.05
2017.0,-32.03,-52.1,ferramentas_jardim,77.57
2017.0,-32.03,-52.1,informatica_acessorios,38.27
2017.0,-32.03,-52.1,relogios_presentes,173.85
2017.0,-32.03,-52.1,utilidades_domesticas,84.15
2017.0,-32.03,-52.08,cool_stuff,84.52
2017.0,-32.03,-52.08,eletrodomesticos,48.0
2017.0,-32.03,-52.08,ferramentas_jardim,77.57
2017.0,-32.03,-52.08,moveis_cozinha_area_de_servico_jantar_e_jardim,86.82
2017.0,-32.03,-52.08,moveis_decoracao,359.88
2017.0,-32.01,-52.04,cama_mesa_banho,224.04
2017.0,-32.01,-52.04,esporte_lazer,131.16
2017.0,-31.87,-52.83,informatica_acessorios,60.0
2017.0,-31.86,-52.81,ferramentas_jardim,77.57
2017.0,-31.78,-52.34,bebes,231.74
2017.0,-31.78,-52.34,cama_mesa_banho,74.64
2017.0,-31.78,-52.34,fashion_bolsas_e_acessorios,75.07
2017.0,-31.78,-52.34,informatica_acessorios,584.07
2017.0,-31.78,-52.34,moveis_decoracao,351.19
2017.0,-31.78,-52.34,moveis_escritorio,580.39
2017.0,-31.78,-52.34,perfumaria,76.76
2017.0,-31.78,-52.34,relogios_presentes,93.3
2017.0,-31.78,-52.34,telefonia,27.6
2017.0,-31.77,-52.5,beleza_saude,1006.87
2017.0,-31.77,-52.5,cama_mesa_banho,65.05
2017.0,-31.77,-52.5,ferramentas_jardim,310.28
2017.0,-31.76,-52.36,beleza_saude,45.0
2017.0,-31.76,-52.36,brinquedos,57.1
2017.0,-31.76,-52.36,informatica_acessorios,55.53
2017.0,-31.76,-52.34,beleza_saude,76.08
2017.0,-31.76,-52.34,cama_mesa_banho,88.85
2017.0,-31.76,-52.34,ferramentas_jardim,69.54
2017.0,-31.76,-52.34,informatica_acessorios,342.09000000000003
2017.0,-31.76,-52.34,moveis_decoracao,437.94000000000005
2017.0,-31.76,-52.34,relogios_presentes,195.64
2017.0,-31.76,-52.33,brinquedos,119.39
2017.0,-31.76,-52.33,ferramentas_jardim,122.34
2017.0,-31.76,-52.33,moveis_decoracao,297.76
2017.0,-31.76,-52.33,relogios_presentes,67.62
2017.0,-31.76,-52.33,utilidades_domesticas,305.27
2017.0,-31.76,-52.32,ferramentas_jardim,168.4
2017.0,-31.76,-52.32,moveis_decoracao,356.68
2017.0,-31.76,-52.27,ferramentas_jardim,410.59
2017.0,-31.76,-52.23,cama_mesa_banho,64.11
2017.0,-31.76,-52.23,esporte_lazer,61.0
2017.0,-31.76,-52.23,informatica_acessorios,50.09
2017.0,-31.76,-52.23,perfumaria,181.55
2017.0,-31.75,-52.4,bebes,155.9
2017.0,-31.75,-52.38,cama_mesa_banho,2846.07
2017.0,-31.75,-52.38,esporte_lazer,330.26
2017.0,-31.75,-52.38,fashion_bolsas_e_acessorios,65.05
2017.0,-31.75,-52.33,brinquedos,229.53
2017.0,-31.75,-52.33,cama_mesa_banho,107.78
2017.0,-31.75,-52.33,casa_conforto,107.78
2017.0,-31.75,-52.33,consoles_games,105.83
2017.0,-31.75,-52.33,esporte_lazer,110.61
2017.0,-31.75,-52.33,informatica_acessorios,113.42
2017.0,-31.75,-52.33,moveis_escritorio,150.78
2017.0,-31.75,-52.33,relogios_presentes,70.14
2017.0,-31.74,-53.58,cama_mesa_banho,105.28
2017.0,-31.74,-52.4,cool_stuff,116.45
2017.0,-31.74,-52.33,beleza_saude,58.58
2017.0,-31.74,-52.33,utilidades_domesticas,36.1
2017.0,-31.72,-52.29,ferramentas_jardim,77.57
2017.0,-31.71,-52.35,bebes,66.11
2017.0,-31.71,-52.35,brinquedos,45.5
2017.0,-31.71,-52.35,cama_mesa_banho,147.99
2017.0,-31.71,-52.35,cool_stuff,185.5
2017.0,-31.71,-52.35,eletroportateis,729.65
2017.0,-31.71,-52.35,fashion_bolsas_e_acessorios,127.61
2017.0,-31.71,-52.35,ferramentas_jardim,50.95
2017.0,-31.71,-52.35,informatica_acessorios,74.17
2017.0,-31.71,-52.35,moveis_decoracao,121.12
2017.0,-31.71,-52.35,utilidades_domesticas,96.7
2017.0,-31.7,-52.35,beleza_saude,54.51
2017.0,-31.7,-52.31,beleza_saude,54.0
2017.0,-31.7,-52.31,cama_mesa_banho,159.7
2017.0,-31.69,-52.29,moveis_escritorio,229.78
2017.0,-31.59,-52.63,malas_acessorios,233.66
2017.0,-31.58,-53.38,automotivo,405.47
2017.0,-31.58,-53.38,beleza_saude,76.65
2017.0,-31.58,-53.38,consoles_games,75.07
2017.0,-31.48,-53.68,cama_mesa_banho,198.31
2017.0,-31.48,-53.68,papelaria,116.94
2017.0,-31.48,-53.68,perfumaria,304.77
2017.0,-31.39,-52.68,audio,206.99
2017.0,-31.39,-52.68,beleza_saude,455.36
2017.0,-31.39,-52.68,cool_stuff,218.93
2017.0,-31.39,-52.68,ferramentas_jardim,383.29999999999995
2017.0,-31.39,-52.68,papelaria,53.01
2017.0,-31.37,-51.98,casa_conforto,107.78
2017.0,-31.37,-51.98,cool_stuff,53.0
2017.0,-31.37,-51.98,esporte_lazer,85.14
2017.0,-31.37,-51.98,malas_acessorios,83.84
2017.0,-31.37,-51.98,moveis_decoracao,57.18
2017.0,-31.37,-51.98,pcs,1260.76
2017.0,-31.37,-51.98,telefonia,139.8
2017.0,-31.37,-51.98,utilidades_domesticas,148.76
2017.0,-31.34,-54.13,moveis_decoracao,304.06
2017.0,-31.34,-54.1,esporte_lazer,73.14
2017.0,-31.34,-54.08,cama_mesa_banho,238.67
2017.0,-31.34,-54.08,cool_stuff,148.15
2017.0,-31.34,-54.08,esporte_lazer,156.64
2017.0,-31.33,-54.12,relogios_presentes,175.77
2017.0,-31.33,-54.11,cama_mesa_banho,209.03
2017.0,-31.33,-54.11,consoles_games,315.8
2017.0,-31.33,-54.11,eletrodomesticos,756.49
2017.0,-31.33,-54.11,fashion_bolsas_e_acessorios,266.5
2017.0,-31.33,-54.11,informatica_acessorios,156.49
2017.0,-31.33,-54.11,malas_acessorios,81.82
2017.0,-31.33,-54.11,pet_shop,125.88
2017.0,-31.33,-54.11,relogios_presentes,820.35
2017.0,-31.33,-54.11,telefonia,32.09
2017.0,-31.33,-54.11,utilidades_domesticas,69.03
2017.0,-31.33,-54.09,brinquedos,74.11
2017.0,-31.33,-54.09,esporte_lazer,25.0
2017.0,-31.33,-54.09,moveis_sala,95.95
2017.0,-31.33,-54.09,telefonia,41.05
2017.0,-31.33,-54.09,utilidades_domesticas,35.0
2017.0,-31.32,-54.09,consoles_games,35.0
2017.0,-31.32,-54.09,informatica_acessorios,308.32
2017.0,-31.32,-54.09,moveis_decoracao,110.26
2017.0,-31.31,-54.12,moveis_decoracao,68.04
2017.0,-31.31,-54.11,beleza_saude,143.02
2017.0,-31.29,-51.09,moveis_decoracao,273.62
2017.0,-31.11,-50.92,brinquedos,112.09
2017.0,-31.11,-50.92,cama_mesa_banho,99.7
2017.0,-31.11,-50.92,esporte_lazer,22.78
2017.0,-31.11,-50.92,fashion_bolsas_e_acessorios,92.76
2017.0,-31.11,-50.92,malas_acessorios,102.75
2017.0,-31.11,-50.92,relogios_presentes,920.04
2017.0,-31.0,-52.05,cama_mesa_banho,68.32
2017.0,-30.96,-54.68,bebes,927.44
2017.0,-30.96,-54.68,eletronicos,28.75
2017.0,-30.96,-54.68,informatica_acessorios,100.34
2017.0,-30.9,-55.53,beleza_saude,609.24
2017.0,-30.89,-55.53,audio,94.3
2017.0,-30.89,-55.53,fashion_bolsas_e_acessorios,828.12
2017.0,-30.89,-55.53,moveis_decoracao,73.47
2017.0,-30.89,-55.53,telefonia,32.1
2017.0,-30.89,-55.49,brinquedos,1323.79
2017.0,-30.86,-55.54,brinquedos,144.54
2017.0,-30.86,-51.82,beleza_saude,485.02
2017.0,-30.86,-51.82,climatizacao,38.47
2017.0,-30.86,-51.82,cool_stuff,116.45
2017.0,-30.86,-51.82,moveis_decoracao,576.9000000000001
2017.0,-30.86,-51.82,papelaria,160.45
2017.0,-30.86,-51.82,relogios_presentes,194.4
2017.0,-30.7,-52.11,cama_mesa_banho,65.6
2017.0,-30.7,-52.11,moveis_decoracao,490.59000000000003
2017.0,-30.68,-51.4,beleza_saude,148.58
2017.0,-30.68,-51.4,fashion_bolsas_e_acessorios,165.8
2017.0,-30.68,-51.4,informatica_acessorios,186.17000000000002
2017.0,-30.68,-51.4,moveis_sala,386.48
2017.0,-30.55,-52.52,cama_mesa_banho,107.78
2017.0,-30.55,-52.52,casa_construcao,262.07
2017.0,-30.55,-52.52,ferramentas_jardim,77.57
2017.0,-30.55,-52.52,moveis_decoracao,149.99
2017.0,-30.51,-53.49,brinquedos,297.62
2017.0,-30.51,-53.49,cama_mesa_banho,266.32
2017.0,-30.51,-53.49,esporte_lazer,166.16
2017.0,-30.51,-53.49,moveis_decoracao,470.38
2017.0,-30.51,-53.49,utilidades_domesticas,204.06
2017.0,-30.4,-56.44,pcs,2217.99
2017.0,-30.4,-56.44,perfumaria,41.79
2017.0,-30.39,-51.74,moveis_decoracao,99.14
2017.0,-30.34,-54.32,bebes,191.38
2017.0,-30.34,-54.32,beleza_saude,162.28
2017.0,-30.34,-54.32,eletronicos,108.12
2017.0,-30.34,-54.32,ferramentas_jardim,77.57
2017.0,-30.34,-54.32,malas_acessorios,112.89
2017.0,-30.34,-54.32,moveis_decoracao,162.85
2017.0,-30.34,-54.32,relogios_presentes,44.1
2017.0,-30.34,-53.89,beleza_saude,101.34
2017.0,-30.31,-51.31,brinquedos,148.06
2017.0,-30.31,-51.31,ferramentas_jardim,144.89
2017.0,-30.31,-51.31,pet_shop,302.53
2017.0,-30.26,-54.91,automotivo,92.02
2017.0,-30.26,-54.91,beleza_saude,156.74
2017.0,-30.26,-54.91,cama_mesa_banho,85.14
2017.0,-30.26,-54.91,esporte_lazer,57.1
2017.0,-30.26,-54.91,moveis_decoracao,256.4
2017.0,-30.26,-54.91,utilidades_domesticas,75.07
2017.0,-30.26,-50.51,brinquedos,174.75
2017.0,-30.26,-50.51,cama_mesa_banho,105.28
2017.0,-30.26,-50.51,moveis_decoracao,80.9
2017.0,-30.21,-51.13,brinquedos,154.27
2017.0,-30.21,-51.13,eletroportateis,360.72
2017.0,-30.2,-50.34,cama_mesa_banho,183.95
2017.0,-30.2,-50.34,esporte_lazer,89.9
2017.0,-30.2,-50.34,ferramentas_jardim,23.42
2017.0,-30.2,-50.34,telefonia,29.02
2017.0,-30.19,-52.37,telefonia_fixa,35.09
2017.0,-30.19,-52.37,utilidades_domesticas,198.0
2017.0,-30.18,-51.18,moveis_decoracao,45.0
2017.0,-30.18,-51.18,perfumaria,779.64
2017.0,-30.18,-50.21,beleza_saude,222.68
2017.0,-30.18,-50.21,fashion_calcados,102.74
2017.0,-30.18,-50.21,informatica_acessorios,113.76
2017.0,-30.17,-53.57,beleza_saude,592.24
2017.0,-30.17,-53.57,cama_mesa_banho,55.61
2017.0,-30.17,-53.57,ferramentas_jardim,266.68
2017.0,-30.16,-51.22,cama_mesa_banho,214.4
2017.0,-30.16,-51.22,ferramentas_jardim,105.87
