year,geolocation_lat,geolocation_lng,product_category_name,payment_value
2016.0,-23.56,-46.66,beleza_saude,149.54
2016.0,-23.56,-46.66,brinquedos,111.22
2016.0,-23.56,-46.66,climatizacao,676.92
2016.0,-23.56,-46.66,consoles_games,979.91
2016.0,-23.56,-46.66,eletronicos,119.79
2016.0,-23.56,-46.66,ferramentas_jardim,196.27
2016.0,-23.56,-46.66,moveis_escritorio,115.22
2016.0,-23.56,-46.66,relogios_presentes,653.39
2016.0,-23.56,-46.66,telefonia,70.72
2016.0,-23.56,-46.66,telefonia_fixa,181.76
2016.0,-23.56,-46.65,beleza_saude,325.40999999999997
2016.0,-23.56,-46.65,fashion_calcados,40.95
2016.0,-23.56,-46.65,market_place,80.94
2016.0,-23.56,-46.65,moveis_decoracao,190.52
2016.0,-23.56,-46.65,perfumaria,365.11
2016.0,-23.56,-46.65,utilidades_domesticas,117.86
2016.0,-23.56,-46.64,beleza_saude,129.46
2016.0,-23.56,-46.64,cool_stuff,89.16
2016.0,-23.56,-46.64,market_place,72.6
2016.0,-23.56,-46.64,moveis_decoracao,673.87
2016.0,-23.56,-46.64,telefonia,40.86
2016.0,-23.56,-46.63,automotivo,66.03
2016.0,-23.56,-46.63,beleza_saude,256.65
2016.0,-23.56,-46.63,moveis_decoracao,34.42
2016.0,-23.56,-46.63,utilidades_domesticas,60.52
2016.0,-23.56,-46.62,bebes,50.86
2016.0,-23.56,-46.62,moveis_escritorio,783.22
2016.0,-23.56,-46.47,esporte_lazer,107.37
2016.0,-23.55,-46.68,beleza_saude,51.93
2016.0,-23.55,-46.67,automotivo,60.95
2016.0,-23.55,-46.66,automotivo,315.24
2016.0,-23.55,-46.66,brinquedos,710.01
2016.0,-23.55,-46.66,climatizacao,169.23
2016.0,-23.55,-46.66,esporte_lazer,61.02
2016.0,-23.55,-46.66,market_place,501.38
2016.0,-23.55,-46.66,moveis_decoracao,103.74
2016.0,-23.55,-46.66,perfumaria,122.18
2016.0,-23.55,-46.65,beleza_saude,116.17
2016.0,-23.55,-46.65,brinquedos,144.94
2016.0,-23.55,-46.65,esporte_lazer,240.69
2016.0,-23.55,-46.65,informatica_acessorios,35.42
2016.0,-23.55,-46.65,perfumaria,1662.66
2016.0,-23.55,-46.65,utilidades_domesticas,121.13
2016.0,-23.55,-46.64,bebes,218.64999999999998
2016.0,-23.55,-46.64,brinquedos,144.94
2016.0,-23.55,-46.64,esporte_lazer,61.16
2016.0,-23.55,-46.64,ferramentas_jardim,82.08
2016.0,-23.55,-46.64,informatica_acessorios,58.41
2016.0,-23.55,-46.64,moveis_decoracao,935.8899999999999
2016.0,-23.55,-46.64,perfumaria,105.39
2016.0,-23.55,-46.64,pet_shop,415.68
2016.0,-23.55,-46.63,beleza_saude,45.49
2016.0,-23.55,-46.63,fashion_bolsas_e_acessorios,34.62
2016.0,-23.55,-46.63,perfumaria,267.49
2016.0,-23.54,-46.69,relogios_presentes,45.46
2016.0,-23.54,-46.68,moveis_decoracao,61.64
2016.0,-23.54,-46.66,automotivo,18.62
2016.0,-23.54,-46.66,moveis_escritorio,265.68
2016.0,-23.54,-46.65,consoles_games,971.96
2016.0,-23.54,-46.65,esporte_lazer,30.22
2016.0,-23.54,-46.65,moveis_decoracao,72.87
2016.0,-23.54,-46.65,telefonia_fixa,91.16
2016.0,-23.54,-46.64,bebes,92.97
2016.0,-23.54,-46.64,consoles_games,44.23
2016.0,-23.54,-46.64,moveis_decoracao,139.89
2016.0,-23.54,-46.64,perfumaria,74.83
2016.0,-23.54,-46.63,moveis_decoracao,218.04
2016.0,-23.53,-46.66,alimentos,96.23
2016.0,-23.53,-46.66,beleza_saude,65.77
2016.0,-23.53,-46.66,cama_mesa_banho,45.01
2016.0,-23.53,-46.65,brinquedos,87.57
2016.0,-23.53,-46.65,moveis_decoracao,161.24
2016.0,-23.53,-46.65,telefonia,38.62
2016.0,-23.53,-46.64,industria_comercio_e_negocios,414.44
2016.0,-23.53,-46.64,moveis_decoracao,840.16
2016.0,-23.53,-46.64,telefonia_fixa,286.55
2016.0,-23.53,-46.64,utilidades_domesticas,1204.94
2016.0,-23.53,-46.58,fashion_bolsas_e_acessorios,75.84
2016.0,-23.52,-46.65,informatica_acessorios,82.69
2016.0,-23.52,-46.63,beleza_saude,192.55
2016.0,-23.52,-46.61,perfumaria,60.6
2016.0,-23.52,-46.59,informatica_acessorios,95.58
2016.0,-23.52,-46.59,moveis_decoracao,76.51
2016.0,-23.51,-46.67,fashion_bolsas_e_acessorios,45.7
2016.0,-23.51,-46.67,industria_comercio_e_negocios,113.17
2016.0,-23.51,-46.66,esporte_lazer,61.64
2016.0,-23.51,-46.66,informatica_acessorios,51.05
2016.0,-23.51,-46.65,cool_stuff,455.01
2016.0,-23.51,-46.65,esporte_lazer,39.09
2016.0,-23.51,-46.65,moveis_decoracao,62.33
2016.0,-23.51,-46.61,fashion_bolsas_e_acessorios,105.19
2016.0,-23.51,-46.6,beleza_saude,76.47
2016.0,-23.51,-46.6,brinquedos,398.12
2016.0,-23.51,-46.59,telefonia,40.79
2016.0,-23.51,-46.57,informatica_acessorios,176.85
2016.0,-23.5,-46.68,telefonia_fixa,214.98
2016.0,-23.5,-46.67,moveis_decoracao,351.93
2016.0,-23.5,-46.66,esporte_lazer,55.6
2016.0,-23.5,-46.65,beleza_saude,299.08
2016.0,-23.5,-46.65,esporte_lazer,53.73
2016.0,-23.5,-46.65,moveis_decoracao,69.35
2016.0,-23.5,-46.64,beleza_saude,44.49
2016.0,-23.5,-46.64,esporte_lazer,173.4
2016.0,-23.5,-46.64,fashion_bolsas_e_acessorios,163.8
2016.0,-23.5,-46.64,telefonia,34.42
2016.0,-23.5,-46.63,moveis_escritorio,159.35
2016.0,-23.5,-46.63,utilidades_domesticas,204.38
2016.0,-23.5,-46.62,brinquedos,297.91
2016.0,-23.5,-46.62,cool_stuff,72.02
2016.0,-23.5,-46.61,beleza_saude,258.32
2016.0,-23.5,-46.6,bebes,217.3
2016.0,-23.5,-46.6,cool_stuff,121.01
2016.0,-23.5,-46.59,beleza_saude,102.69
2016.0,-23.5,-46.59,consoles_games,79.99
2016.0,-23.5,-46.59,moveis_decoracao,237.45
2016.0,-23.5,-46.59,utilidades_domesticas,934.4
2016.0,-23.5,-46.57,moveis_decoracao,89.08
2016.0,-23.49,-46.66,consoles_games,982.41
2016.0,-23.49,-46.66,industria_comercio_e_negocios,113.17
2016.0,-23.49,-46.65,esporte_lazer,33.42
2016.0,-23.49,-46.65,moveis_decoracao,87.29
2016.0,-23.49,-46.64,fashion_bolsas_e_acessorios,19.62
2016.0,-23.49,-46.64,moveis_decoracao,317.9
2016.0,-23.49,-46.63,beleza_saude,319.07
2016.0,-23.49,-46.63,market_place,112.52
2016.0,-23.49,-46.63,telefonia,217.68
2016.0,-23.49,-46.62,moveis_decoracao,286.8
2016.0,-23.49,-46.61,informatica_acessorios,51.05
2016.0,-23.49,-46.6,automotivo,594.46
2016.0,-23.49,-46.6,brinquedos,74.74
2016.0,-23.49,-46.6,consoles_games,661.75
2016.0,-23.49,-46.58,automotivo,194.85
2016.0,-23.49,-46.57,esporte_lazer,818.12
2016.0,-23.48,-46.67,beleza_saude,126.25
2016.0,-23.48,-46.67,pet_shop,116.16
2016.0,-23.48,-46.66,brinquedos,154.1
2016.0,-23.48,-46.66,climatizacao,2707.68
2016.0,-23.48,-46.65,moveis_decoracao,160.76999999999998
2016.0,-23.48,-46.65,perfumaria,319.09
2016.0,-23.48,-46.64,bebes,217.68
2016.0,-23.48,-46.64,beleza_saude,98.83
2016.0,-23.48,-46.64,cama_mesa_banho,766.48
2016.0,-23.48,-46.64,moveis_decoracao,1032.43
2016.0,-23.48,-46.62,beleza_saude,310.4
2016.0,-23.48,-46.62,informatica_acessorios,58.41
2016.0,-23.48,-46.62,perfumaria,55.95
2016.0,-23.48,-46.6,moveis_escritorio,264.08
2016.0,-23.48,-46.59,esporte_lazer,177.28
2016.0,-23.48,-46.58,automotivo,76.6
2016.0,-23.48,-46.58,brinquedos,663.93
2016.0,-23.48,-46.58,moveis_decoracao,149.39
2016.0,-23.48,-46.57,esporte_lazer,64.83
2016.0,-23.48,-46.57,perfumaria,277.81
2016.0,-23.47,-46.66,moveis_decoracao,784.8
2016.0,-23.47,-46.64,beleza_saude,87.9
2016.0,-23.47,-46.63,cama_mesa_banho,1220.76
2016.0,-23.47,-46.63,ferramentas_jardim,156.22
2016.0,-23.47,-46.63,moveis_decoracao,1220.76
2016.0,-23.47,-46.6,relogios_presentes,671.31
2016.0,-23.47,-46.59,informatica_acessorios,41.18
2016.0,-23.47,-46.58,moveis_decoracao,178.11
2016.0,-23.47,-46.58,perfumaria,85.08
2016.0,-23.47,-46.57,beleza_saude,246.09
2016.0,-23.47,-46.56,market_place,3751.2
2016.0,-23.46,-46.66,brinquedos,152.12
2016.0,-23.46,-46.59,esporte_lazer,65.7
2016.0,-23.46,-46.59,moveis_decoracao,202.88
2016.0,-23.46,-46.59,perfumaria,270.75
2016.0,-23.46,-46.57,beleza_saude,116.89
2016.0,-23.45,-46.62,beleza_saude,68.72
2016.0,-23.45,-46.6,brinquedos,154.57
2016.0,-23.45,-46.59,beleza_saude,69.02
2016.0,-23.45,-46.59,perfumaria,361.17
2016.0,-23.45,-46.57,utilidades_domesticas,44.74
2016.0,-23.44,-46.59,brinquedos,61.06
2016.0,-23.44,-46.57,moveis_decoracao,74.15
2016.0,-23.43,-46.58,brinquedos,123.2
2016.0,-23.41,-46.58,moveis_decoracao,782.0999999999999
2017.0,-23.88,-46.64,agro_industria_e_comercio,421.65
2017.0,-23.88,-46.64,automotivo,204.92
2017.0,-23.88,-46.64,bebes,197.96
2017.0,-23.88,-46.64,beleza_saude,1247.51
2017.0,-23.88,-46.64,brinquedos,922.71
2017.0,-23.88,-46.64,cama_mesa_banho,1338.7
2017.0,-23.88,-46.64,casa_conforto,163.88
2017.0,-23.88,-46.64,cine_foto,91.71
2017.0,-23.88,-46.64,consoles_games,555.75
2017.0,-23.88,-46.64,cool_stuff,1559.75
2017.0,-23.88,-46.64,eletronicos,178.3
2017.0,-23.88,-46.64,eletroportateis,927.8199999999999
2017.0,-23.88,-46.64,esporte_lazer,863.0699999999999
2017.0,-23.88,-46.64,fashion_bolsas_e_acessorios,63.1
2017.0,-23.88,-46.64,ferramentas_jardim,279.29
2017.0,-23.88,-46.64,informatica_acessorios,677.45
2017.0,-23.88,-46.64,livros_interesse_geral,142.26
2017.0,-23.88,-46.64,moveis_decoracao,3064.06
2017.0,-23.88,-46.64,moveis_escritorio,671.2
2017.0,-23.88,-46.64,papelaria,353.72
2017.0,-23.88,-46.64,pcs,1232.85
2017.0,-23.88,-46.64,perfumaria,323.1
2017.0,-23.88,-46.64,relogios_presentes,601.38
2017.0,-23.88,-46.64,tablets_impressao_imagem,114.44
2017.0,-23.88,-46.64,telefonia,44.09
2017.0,-23.88,-46.64,utilidades_domesticas,509.36
2017.0,-23.85,-46.7,beleza_saude,95.77
2017.0,-23.85,-46.7,brinquedos,103.72
2017.0,-23.85,-46.7,esporte_lazer,196.38
2017.0,-23.85,-46.7,moveis_decoracao,152.43
2017.0,-23.85,-46.7,perfumaria,1318.0
2017.0,-23.73,-46.71,esporte_lazer,159.21
2017.0,-23.73,-46.71,moveis_escritorio,162.8
2017.0,-23.71,-46.78,eletrodomesticos,164.26
2017.0,-23.71,-46.78,informatica_acessorios,48.69
2017.0,-23.71,-46.78,telefonia,29.08
2017.0,-23.71,-46.68,cool_stuff,1196.78
2017.0,-23.71,-46.68,esporte_lazer,246.7
2017.0,-23.71,-46.68,ferramentas_jardim,210.72
2017.0,-23.71,-46.68,livros_interesse_geral,136.26
2017.0,-23.71,-46.68,perfumaria,120.39
2017.0,-23.71,-46.68,relogios_presentes,366.19
2017.0,-23.71,-46.68,telefonia,142.87
2017.0,-23.7,-46.64,automotivo,83.41
2017.0,-23.7,-46.64,beleza_saude,338.8
2017.0,-23.7,-46.64,cama_mesa_banho,987.76
2017.0,-23.7,-46.64,esporte_lazer,230.95999999999998
2017.0,-23.7,-46.64,informatica_acessorios,118.41
2017.0,-23.7,-46.64,malas_acessorios,122.76
2017.0,-23.7,-46.64,moveis_decoracao,226.9
2017.0,-23.7,-46.64,papelaria,112.71
2017.0,-23.7,-46.64,pet_shop,84.16
2017.0,-23.7,-46.64,relogios_presentes,56.78
2017.0,-23.7,-46.64,telefonia,36.68
2017.0,-23.7,-46.64,utilidades_domesticas,62.12
2017.0,-23.67,-46.65,eletronicos,117.23
2017.0,-23.67,-46.65,pet_shop,598.58
2017.0,-23.66,-46.64,beleza_saude,167.63
2017.0,-23.66,-46.64,cama_mesa_banho,1347.76
2017.0,-23.66,-46.64,eletrodomesticos_2,194.07
2017.0,-23.66,-46.64,esporte_lazer,194.73
2017.0,-23.66,-46.64,fashion_bolsas_e_acessorios,64.14
2017.0,-23.66,-46.64,informatica_acessorios,211.62
2017.0,-23.66,-46.64,moveis_decoracao,181.8
2017.0,-23.66,-46.64,moveis_escritorio,175.79
2017.0,-23.66,-46.64,perfumaria,379.99
2017.0,-23.66,-46.64,pet_shop,226.13
2017.0,-23.66,-46.64,telefonia,196.89000000000001
2017.0,-23.66,-46.64,utilidades_domesticas,85.24000000000001
2017.0,-23.64,-46.61,audio,114.53
2017.0,-23.64,-46.61,beleza_saude,779.68
2017.0,-23.64,-46.61,papelaria,207.09
2017.0,-23.63,-46.76,esporte_lazer,494.0
2017.0,-23.63,-46.76,ferramentas_jardim,368.12
2017.0,-23.61,-46.75,cool_stuff,153.01
2017.0,-23.61,-46.75,eletrodomesticos,50.68
2017.0,-23.61,-46.53,cool_stuff,259.94
2017.0,-23.61,-46.51,beleza_saude,84.69
2017.0,-23.61,-46.51,utilidades_domesticas,46.01
2017.0,-23.6,-46.68,automotivo,334.74
2017.0,-23.6,-46.68,papelaria,188.51
2017.0,-23.6,-46.57,moveis_decoracao,67.89
2017.0,-23.6,-46.53,brinquedos,100.35
2017.0,-23.59,-46.73,beleza_saude,357.12
2017.0,-23.59,-46.73,cama_mesa_banho,353.55
2017.0,-23.59,-46.73,casa_conforto,215.56
2017.0,-23.59,-46.73,fashion_bolsas_e_acessorios,39.42
2017.0,-23.59,-46.73,papelaria,376.27
2017.0,-23.59,-46.73,relogios_presentes,87.62
2017.0,-23.59,-46.73,telefonia,65.09
2017.0,-23.59,-46.73,utilidades_domesticas,261.84
2017.0,-23.59,-46.69,artigos_de_natal,88.28
2017.0,-23.59,-46.69,automotivo,374.78999999999996
2017.0,-23.59,-46.69,beleza_saude,471.57
2017.0,-23.59,-46.69,brinquedos,271.95
2017.0,-23.59,-46.69,cama_mesa_banho,272.43
2017.0,-23.59,-46.69,cool_stuff,167.51
2017.0,-23.59,-46.69,fashion_bolsas_e_acessorios,150.12
2017.0,-23.59,-46.69,ferramentas_jardim,660.0600000000001
2017.0,-23.59,-46.69,informatica_acessorios,60.0
2017.0,-23.59,-46.69,malas_acessorios,126.26
2017.0,-23.59,-46.69,papelaria,304.69
2017.0,-23.59,-46.69,pet_shop,111.32
2017.0,-23.59,-46.69,relogios_presentes,1182.8400000000001
2017.0,-23.59,-46.69,telefonia,192.78000000000003
2017.0,-23.59,-46.69,utilidades_domesticas,104.21
2017.0,-23.59,-46.68,bebes,48.75
2017.0,-23.59,-46.68,brinquedos,396.03999999999996
2017.0,-23.59,-46.68,cama_mesa_banho,351.96999999999997
2017.0,-23.59,-46.68,eletrodomesticos,41.2
2017.0,-23.59,-46.68,esporte_lazer,309.34000000000003
2017.0,-23.59,-46.68,ferramentas_jardim,495.28
2017.0,-23.59,-46.68,informatica_acessorios,50.09
2017.0,-23.59,-46.68,malas_acessorios,310.67
2017.0,-23.59,-46.68,moveis_decoracao,136.64
2017.0,-23.59,-46.68,perfumaria,367.9
2017.0,-23.59,-46.68,pet_shop,172.52
2017.0,-23.59,-46.68,relogios_presentes,251.28
2017.0,-23.59,-46.68,telefonia,40.75
2017.0,-23.59,-46.68,utilidades_domesticas,138.19
2017.0,-23.58,-46.74,telefonia,45.28
2017.0,-23.58,-46.7,beleza_saude,124.48
2017.0,-23.58,-46.7,consoles_games,78.08
2017.0,-23.58,-46.7,cool_stuff,147.64
2017.0,-23.58,-46.7,esporte_lazer,81.89
2017.0,-23.58,-46.7,ferramentas_jardim,335.55
2017.0,-23.58,-46.7,informatica_acessorios,42.77
2017.0,-23.58,-46.7,moveis_colchao_e_estofado,121.69
2017.0,-23.58,-46.7,moveis_decoracao,32.0
2017.0,-23.58,-46.7,moveis_escritorio,168.67
2017.0,-23.58,-46.7,moveis_sala,96.09
2017.0,-23.58,-46.7,perfumaria,158.25
2017.0,-23.58,-46.69,alimentos,109.63000000000001
2017.0,-23.58,-46.69,artes,84.49
2017.0,-23.58,-46.69,artigos_de_festas,274.15
2017.0,-23.58,-46.69,audio,127.06
2017.0,-23.58,-46.69,automotivo,3055.6799999999994
2017.0,-23.58,-46.69,bebes,1649.73
2017.0,-23.58,-46.69,bebidas,163.07
2017.0,-23.58,-46.69,beleza_saude,9989.39
2017.0,-23.58,-46.69,brinquedos,9666.279999999997
2017.0,-23.58,-46.69,cama_mesa_banho,9906.089999999998
2017.0,-23.58,-46.69,casa_construcao,4185.990000000001
2017.0,-23.58,-46.69,cine_foto,259.94
2017.0,-23.58,-46.69,climatizacao,1389.9799999999998
2017.0,-23.58,-46.69,consoles_games,2060.8199999999997
2017.0,-23.58,-46.69,construcao_ferramentas_construcao,406.48
2017.0,-23.58,-46.69,construcao_ferramentas_ferramentas,168.2
2017.0,-23.58,-46.69,construcao_ferramentas_jardim,335.07
2017.0,-23.58,-46.69,construcao_ferramentas_seguranca,418.17
2017.0,-23.58,-46.69,cool_stuff,5893.120000000001
2017.0,-23.58,-46.69,dvds_blu_ray,47.53
2017.0,-23.58,-46.69,eletrodomesticos,687.26
2017.0,-23.58,-46.69,eletronicos,649.5400000000002
2017.0,-23.58,-46.69,eletroportateis,65.1
2017.0,-23.58,-46.69,esporte_lazer,11018.870000000003
2017.0,-23.58,-46.69,fashion_bolsas_e_acessorios,2169.59
2017.0,-23.58,-46.69,fashion_calcados,198.85000000000002
2017.0,-23.58,-46.69,fashion_underwear_e_moda_praia,173.1
2017.0,-23.58,-46.69,ferramentas_jardim,6362.58
2017.0,-23.58,-46.69,informatica_acessorios,13787.819999999996
2017.0,-23.58,-46.69,instrumentos_musicais,1956.38
2017.0,-23.58,-46.69,livros_interesse_geral,369.58
2017.0,-23.58,-46.69,livros_tecnicos,103.37
2017.0,-23.58,-46.69,malas_acessorios,1223.66
2017.0,-23.58,-46.69,market_place,414.96000000000004
2017.0,-23.58,-46.69,moveis_colchao_e_estofado,133.82
2017.0,-23.58,-46.69,moveis_cozinha_area_de_servico_jantar_e_jardim,655.52
2017.0,-23.58,-46.69,moveis_decoracao,7590.640000000003
2017.0,-23.58,-46.69,moveis_escritorio,1457.2500000000002
2017.0,-23.58,-46.69,moveis_sala,1031.39
2017.0,-23.58,-46.69,papelaria,1131.37
2017.0,-23.58,-46.69,pcs,654.41
2017.0,-23.58,-46.69,perfumaria,2852.2
2017.0,-23.58,-46.69,pet_shop,1408.8799999999999
2017.0,-23.58,-46.69,relogios_presentes,9402.869999999997
2017.0,-23.58,-46.69,sinalizacao_e_seguranca,171.68
2017.0,-23.58,-46.69,telefonia,3449.8899999999994
2017.0,-23.58,-46.69,telefonia_fixa,109600.03
2017.0,-23.58,-46.69,utilidades_domesticas,6061.190000000002
2017.0,-23.58,-46.68,alimentos,73.13
2017.0,-23.58,-46.68,alimentos_bebidas,90.31
2017.0,-23.58,-46.68,artes,60.0
2017.0,-23.58,-46.68,audio,303.09000000000003
2017.0,-23.58,-46.68,automotivo,1483.12
2017.0,-23.58,-46.68,bebes,632.3699999999999
2017.0,-23.58,-46.68,bebidas,215.6
2017.0,-23.58,-46.68,beleza_saude,5775.5
2017.0,-23.58,-46.68,brinquedos,2819.0199999999995
2017.0,-23.58,-46.68,cama_mesa_banho,4631.889999999999
2017.0,-23.58,-46.68,casa_conforto,150.39
2017.0,-23.58,-46.68,climatizacao,933.47
2017.0,-23.58,-46.68,consoles_games,438.91999999999996
2017.0,-23.58,-46.68,construcao_ferramentas_construcao,1031.43
2017.0,-23.58,-46.68,construcao_ferramentas_jardim,1249.36
2017.0,-23.58,-46.68,cool_stuff,2321.1099999999997
2017.0,-23.58,-46.68,dvds_blu_ray,45.53
2017.0,-23.58,-46.68,eletrodomesticos_2,290.15
2017.0,-23.58,-46.68,eletronicos,352.09999999999997
2017.0,-23.58,-46.68,eletroportateis,462.47
2017.0,-23.58,-46.68,esporte_lazer,9411.180000000002
2017.0,-23.58,-46.68,fashion_bolsas_e_acessorios,312.15999999999997
2017.0,-23.58,-46.68,fashion_calcados,281.27
2017.0,-23.58,-46.68,fashion_roupa_masculina,128.52
2017.0,-23.58,-46.68,ferramentas_jardim,1383.7499999999998
2017.0,-23.58,-46.68,industria_comercio_e_negocios,1787.72
2017.0,-23.58,-46.68,informatica_acessorios,1083.14
2017.0,-23.58,-46.68,instrumentos_musicais,1246.25
2017.0,-23.58,-46.68,malas_acessorios,164.2
2017.0,-23.58,-46.68,market_place,509.12
2017.0,-23.58,-46.68,moveis_decoracao,4090.129999999998
2017.0,-23.58,-46.68,moveis_escritorio,361.86
2017.0,-23.58,-46.68,moveis_sala,1004.25
2017.0,-23.58,-46.68,papelaria,1251.4399999999998
2017.0,-23.58,-46.68,perfumaria,2000.23
2017.0,-23.58,-46.68,pet_shop,526.08
2017.0,-23.58,-46.68,relogios_presentes,2236.56
2017.0,-23.58,-46.68,telefonia,2757.69
2017.0,-23.58,-46.68,utilidades_domesticas,2486.2500000000005
2017.0,-23.58,-46.67,alimentos_bebidas,245.82
2017.0,-23.58,-46.67,automotivo,2852.2900000000004
2017.0,-23.58,-46.67,bebes,1561.18
2017.0,-23.58,-46.67,beleza_saude,5640.979999999999
2017.0,-23.58,-46.67,brinquedos,2999.9400000000005
2017.0,-23.58,-46.67,cama_mesa_banho,6496.980000000001
2017.0,-23.58,-46.67,casa_conforto,751.49
2017.0,-23.58,-46.67,climatizacao,113.42
2017.0,-23.58,-46.67,consoles_games,365.56000000000006
2017.0,-23.58,-46.67,cool_stuff,4457.07
2017.0,-23.58,-46.67,eletronicos,824.4899999999998
2017.0,-23.58,-46.67,eletroportateis,817.13
2017.0,-23.58,-46.67,esporte_lazer,5368.9
2017.0,-23.58,-46.67,fashion_bolsas_e_acessorios,477.95000000000005
2017.0,-23.58,-46.67,fashion_calcados,85.34
2017.0,-23.58,-46.67,fashion_roupa_infanto_juvenil,124.52
2017.0,-23.58,-46.67,fashion_underwear_e_moda_praia,425.79
2017.0,-23.58,-46.67,ferramentas_jardim,7881.570000000001
2017.0,-23.58,-46.67,flores,31.71
2017.0,-23.58,-46.67,informatica_acessorios,3836.850000000001
2017.0,-23.58,-46.67,instrumentos_musicais,473.15
2017.0,-23.58,-46.67,livros_interesse_geral,46.01
2017.0,-23.58,-46.67,malas_acessorios,668.37
2017.0,-23.58,-46.67,market_place,314.48
2017.0,-23.58,-46.67,moveis_cozinha_area_de_servico_jantar_e_jardim,334.12
2017.0,-23.58,-46.67,moveis_decoracao,7878.149999999998
2017.0,-23.58,-46.67,moveis_escritorio,2035.89
2017.0,-23.58,-46.67,moveis_sala,740.03
2017.0,-23.58,-46.67,papelaria,2812.080000000001
2017.0,-23.58,-46.67,perfumaria,1550.04
2017.0,-23.58,-46.67,pet_shop,1275.6299999999999
2017.0,-23.58,-46.67,relogios_presentes,5688.62
2017.0,-23.58,-46.67,telefonia,3145.88
2017.0,-23.58,-46.67,telefonia_fixa,819.32
2017.0,-23.58,-46.67,utilidades_domesticas,5621.230000000002
2017.0,-23.58,-46.66,alimentos_bebidas,57.53
2017.0,-23.58,-46.66,audio,552.19
2017.0,-23.58,-46.66,automotivo,950.02
2017.0,-23.58,-46.66,bebes,92.84
2017.0,-23.58,-46.66,beleza_saude,622.1600000000001
2017.0,-23.58,-46.66,brinquedos,442.92
2017.0,-23.58,-46.66,cama_mesa_banho,5193.16
2017.0,-23.58,-46.66,climatizacao,852.27
2017.0,-23.58,-46.66,consoles_games,411.65999999999997
2017.0,-23.58,-46.66,construcao_ferramentas_ferramentas,43.98
2017.0,-23.58,-46.66,cool_stuff,139.57
2017.0,-23.58,-46.66,eletrodomesticos,174.86
2017.0,-23.58,-46.66,eletroportateis,267.79
2017.0,-23.58,-46.66,esporte_lazer,4290.92
2017.0,-23.58,-46.66,fashion_bolsas_e_acessorios,254.98
2017.0,-23.58,-46.66,ferramentas_jardim,1515.58
2017.0,-23.58,-46.66,informatica_acessorios,388.74
2017.0,-23.58,-46.66,instrumentos_musicais,83.59
2017.0,-23.58,-46.66,livros_interesse_geral,129.78
2017.0,-23.58,-46.66,malas_acessorios,503.88
2017.0,-23.58,-46.66,moveis_decoracao,5068.389999999999
2017.0,-23.58,-46.66,moveis_escritorio,207.58
